trip_id,line_name,scheduled_departure,vehicle_id
T0559,Route 60,2025-10-04 09:00:00,V109
T0560,Route 60,2025-10-04 10:00:00,V110
T0561,Route 60,2025-10-04 11:00:00,V111
T0562,Route 60,2025-10-04 12:00:00,V112
T0563,Route 60,2025-10-04 13:00:00,V113
T0564,Route 60,2025-10-04 14:00:00,V114
T0565,Route 60,2025-10-04 15:00:00,V115
T0566,Route 60,2025-10-04 16:00:00,V116
T0567,Route 60,2025-10-04 17:00:00,V117
T0568,Route 60,2025-10-04 18:00:00,V118
T0569,Route 60,2025-10-04 19:00:00,V119
T0570,Route 60,2025-10-04 20:00:00,V120
T0571,Route 62,2025-10-04 06:00:00,V121
T0572,Route 62,2025-10-04 07:00:00,V122
T0573,Route 62,2025-10-04 08:00:00,V123
T0574,Route 62,2025-10-04 09:00:00,V124
T0575,Route 62,2025-10-04 10:00:00,V125
T0576,Route 62,2025-10-04 11:00:00,V126
T0577,Route 62,2025-10-04 12:00:00,V127
T0578,Route 62,2025-10-04 13:00:00,V128
T0579,Route 62,2025-10-04 14:00:00,V129
T0580,Route 62,2025-10-04 15:00:00,V130
T0581,Route 62,2025-10-04 16:00:00,V131
T0582,Route 62,2025-10-04 17:00:00,V132
T0583,Route 62,2025-10-04 18:00:00,V133
T0584,Route 62,2025-10-04 19:00:00,V134
T0585,Route 62,2025-10-04 20:00:00,V135
T0586,Route 204,2025-10-04 06:00:00,V136
T0587,Route 204,2025-10-04 07:00:00,V137
T0588,Route 204,2025-10-04 08:00:00,V138
T0589,Route 204,2025-10-04 09:00:00,V139
T0590,Route 204,2025-10-04 10:00:00,V140
T0591,Route 204,2025-10-04 11:00:00,V141
T0592,Route 204,2025-10-04 12:00:00,V142
T0593,Route 204,2025-10-04 13:00:00,V143
T0594,Route 204,2025-10-04 14:00:00,V144
T0595,Route 204,2025-10-04 15:00:00,V145
T0596,Route 204,2025-10-04 16:00:00,V146
T0597,Route 204,2025-10-04 17:00:00,V147
T0598,Route 204,2025-10-04 18:00:00,V148
T0599,Route 204,2025-10-04 19:00:00,V149
T0600,Route 204,2025-10-04 20:00:00,V100
T0601,Route 207,2025-10-04 06:00:00,V101
T0602,Route 207,2025-10-04 07:00:00,V102
T0603,Route 207,2025-10-04 08:00:00,V103
T0604,Route 207,2025-10-04 09:00:00,V104
T0605,Route 207,2025-10-04 10:00:00,V105
T0606,Route 207,2025-10-04 11:00:00,V106
T0607,Route 207,2025-10-04 12:00:00,V107
T0608,Route 207,2025-10-04 13:00:00,V108
T0609,Route 207,2025-10-04 14:00:00,V109
T0610,Route 207,2025-10-04 15:00:00,V110
T0611,Route 207,2025-10-04 16:00:00,V111
T0612,Route 207,2025-10-04 17:00:00,V112
T0613,Route 207,2025-10-04 18:00:00,V113
T0614,Route 207,2025-10-04 19:00:00,V114
T0615,Route 207,2025-10-04 20:00:00,V115
T0616,Route 217,2025-10-04 06:00:00,V116
T0617,Route 217,2025-10-04 07:00:00,V117
T0618,Route 217,2025-10-04 08:00:00,V118
T0619,Route 217,2025-10-04 09:00:00,V119
T0620,Route 217,2025-10-04 10:00:00,V120
T0621,Route 217,2025-10-04 11:00:00,V121
T0622,Route 217,2025-10-04 12:00:00,V122
T0623,Route 217,2025-10-04 13:00:00,V123
T0624,Route 217,2025-10-04 14:00:00,V124
T0625,Route 217,2025-10-04 15:00:00,V125
T0626,Route 217,2025-10-04 16:00:00,V126
T0627,Route 217,2025-10-04 17:00:00,V127
T0628,Route 217,2025-10-04 18:00:00,V128
T0629,Route 217,2025-10-04 19:00:00,V129
T0630,Route 217,2025-10-04 20:00:00,V130
T0631,Route 720,2025-10-04 06:00:00,V131
T0632,Route 720,2025-10-04 07:00:00,V132
T0633,Route 720,2025-10-04 08:00:00,V133
T0634,Route 720,2025-10-04 09:00:00,V134
T0635,Route 720,2025-10-04 10:00:00,V135
T0636,Route 720,2025-10-04 11:00:00,V136
T0637,Route 720,2025-10-04 12:00:00,V137
T0638,Route 720,2025-10-04 13:00:00,V138
T0639,Route 720,2025-10-04 14:00:00,V139
T0640,Route 720,2025-10-04 15:00:00,V140
T0641,Route 720,2025-10-04 16:00:00,V141
T0642,Route 720,2025-10-04 17:00:00,V142
T0643,Route 720,2025-10-04 18:00:00,V143
T0644,Route 720,2025-10-04 19:00:00,V144
T0645,Route 720,2025-10-04 20:00:00,V145
T0646,Route 754,2025-10-04 06:00:00,V146
T0647,Route 754,2025-10-04 07:00:00,V147
T0648,Route 754,2025-10-04 08:00:00,V148
T0649,Route 754,2025-10-04 09:00:00,V149
T0650,Route 754,2025-10-04 10:00:00,V100
T0651,Route 754,2025-10-04 11:00:00,V101
T0652,Route 754,2025-10-04 12:00:00,V102
T0653,Route 754,2025-10-04 13:00:00,V103
T0654,Route 754,2025-10-04 14:00:00,V104
T0655,Route 754,2025-10-04 15:00:00,V105
T0656,Route 754,2025-10-04 16:00:00,V106
T0657,Route 754,2025-10-04 17:00:00,V107
T0658,Route 754,2025-10-04 18:00:00,V108
T0659,Route 754,2025-10-04 19:00:00,V109
T0660,Route 754,2025-10-04 20:00:00,V110
T0661,Route 2,2025-10-05 06:00:00,V111
T0662,Route 2,2025-10-05 07:00:00,V112
T0663,Route 2,2025-10-05 08:00:00,V113
T0664,Route 2,2025-10-05 09:00:00,V114
T0665,Route 2,2025-10-05 10:00:00,V115
T0666,Route 2,2025-10-05 11:00:00,V116
T0667,Route 2,2025-10-05 12:00:00,V117
T0668,Route 2,2025-10-05 13:00:00,V118
T0669,Route 2,2025-10-05 14:00:00,V119
T0670,Route 2,2025-10-05 15:00:00,V120
T0671,Route 2,2025-10-05 16:00:00,V121
T0672,Route 2,2025-10-05 17:00:00,V122
T0673,Route 2,2025-10-05 18:00:00,V123
T0674,Route 2,2025-10-05 19:00:00,V124
T0675,Route 2,2025-10-05 20:00:00,V125
T0676,Route 4,2025-10-05 06:00:00,V126
T0677,Route 4,2025-10-05 07:00:00,V127
T0678,Route 4,2025-10-05 08:00:00,V128
T0679,Route 4,2025-10-05 09:00:00,V129
T0680,Route 4,2025-10-05 10:00:00,V130
T0681,Route 4,2025-10-05 11:00:00,V131
T0682,Route 4,2025-10-05 12:00:00,V132
T0683,Route 4,2025-10-05 13:00:00,V133
T0684,Route 4,2025-10-05 14:00:00,V134
T0685,Route 4,2025-10-05 15:00:00,V135
T0686,Route 4,2025-10-05 16:00:00,V136
T0687,Route 4,2025-10-05 17:00:00,V137
T0688,Route 4,2025-10-05 18:00:00,V138
T0689,Route 4,2025-10-05 19:00:00,V139
T0690,Route 4,2025-10-05 20:00:00,V140
T0691,Route 20,2025-10-05 06:00:00,V141
T0692,Route 20,2025-10-05 07:00:00,V142
T0693,Route 20,2025-10-05 08:00:00,V143
T0694,Route 20,2025-10-05 09:00:00,V144
T0695,Route 20,2025-10-05 10:00:00,V145
T0696,Route 20,2025-10-05 11:00:00,V146
T0697,Route 20,2025-10-05 12:00:00,V147
T0698,Route 20,2025-10-05 13:00:00,V148
T0699,Route 20,2025-10-05 14:00:00,V149
T0700,Route 20,2025-10-05 15:00:00,V100
T0701,Route 20,2025-10-05 16:00:00,V101
T0702,Route 20,2025-10-05 17:00:00,V102
T0703,Route 20,2025-10-05 18:00:00,V103
T0704,Route 20,2025-10-05 19:00:00,V104
T0705,Route 20,2025-10-05 20:00:00,V105
T0706,Route 33,2025-10-05 06:00:00,V106
T0707,Route 33,2025-10-05 07:00:00,V107
T0708,Route 33,2025-10-05 08:00:00,V108
T0709,Route 33,2025-10-05 09:00:00,V109
T0710,Route 33,2025-10-05 10:00:00,V110
T0711,Route 33,2025-10-05 11:00:00,V111
T0712,Route 33,2025-10-05 12:00:00,V112
T0713,Route 33,2025-10-05 13:00:00,V113
T0714,Route 33,2025-10-05 14:00:00,V114
T0715,Route 33,2025-10-05 15:00:00,V115
T0716,Route 33,2025-10-05 16:00:00,V116
T0717,Route 33,2025-10-05 17:00:00,V117
T0718,Route 33,2025-10-05 18:00:00,V118
T0719,Route 33,2025-10-05 19:00:00,V119
T0720,Route 33,2025-10-05 20:00:00,V120
T0721,Route 60,2025-10-05 06:00:00,V121
T0722,Route 60,2025-10-05 07:00:00,V122
T0723,Route 60,2025-10-05 08:00:00,V123
T0724,Route 60,2025-10-05 09:00:00,V124
T0725,Route 60,2025-10-05 10:00:00,V125
T0726,Route 60,2025-10-05 11:00:00,V126
T0727,Route 60,2025-10-05 12:00:00,V127
T0728,Route 60,2025-10-05 13:00:00,V128
T0729,Route 60,2025-10-05 14:00:00,V129
T0730,Route 60,2025-10-05 15:00:00,V130
T0731,Route 60,2025-10-05 16:00:00,V131
T0732,Route 60,2025-10-05 17:00:00,V132
T0733,Route 60,2025-10-05 18:00:00,V133
T0734,Route 60,2025-10-05 19:00:00,V134
T0735,Route 60,2025-10-05 20:00:00,V135
T0736,Route 62,2025-10-05 06:00:00,V136
T0737,Route 62,2025-10-05 07:00:00,V137
T0738,Route 62,2025-10-05 08:00:00,V138
T0739,Route 62,2025-10-05 09:00:00,V139
T0740,Route 62,2025-10-05 10:00:00,V140
T0741,Route 62,2025-10-05 11:00:00,V141
T0742,Route 62,2025-10-05 12:00:00,V142
T0743,Route 62,2025-10-05 13:00:00,V143
T0744,Route 62,2025-10-05 14:00:00,V144
T0745,Route 62,2025-10-05 15:00:00,V145
T0746,Route 62,2025-10-05 16:00:00,V146
T0747,Route 62,2025-10-05 17:00:00,V147
T0748,Route 62,2025-10-05 18:00:00,V148
T0749,Route 62,2025-10-05 19:00:00,V149
T0750,Route 62,2025-10-05 20:00:00,V100
T0751,Route 204,2025-10-05 06:00:00,V101
T0752,Route 204,2025-10-05 07:00:00,V102
T0753,Route 204,2025-10-05 08:00:00,V103
T0754,Route 204,2025-10-05 09:00:00,V104
T0755,Route 204,2025-10-05 10:00:00,V105
T0756,Route 204,2025-10-05 11:00:00,V106
T0757,Route 204,2025-10-05 12:00:00,V107
T0758,Route 204,2025-10-05 13:00:00,V108
T0759,Route 204,2025-10-05 14:00:00,V109
T0760,Route 204,2025-10-05 15:00:00,V110
T0761,Route 204,2025-10-05 16:00:00,V111
T0762,Route 204,2025-10-05 17:00:00,V112
T0763,Route 204,2025-10-05 18:00:00,V113
T0764,Route 204,2025-10-05 19:00:00,V114
T0765,Route 204,2025-10-05 20:00:00,V115
T0766,Route 207,2025-10-05 06:00:00,V116
T0767,Route 207,2025-10-05 07:00:00,V117
T0768,Route 207,2025-10-05 08:00:00,V118
T0769,Route 207,2025-10-05 09:00:00,V119
T0770,Route 207,2025-10-05 10:00:00,V120
T0771,Route 207,2025-10-05 11:00:00,V121
T0772,Route 207,2025-10-05 12:00:00,V122
T0773,Route 207,2025-10-05 13:00:00,V123
T0774,Route 207,2025-10-05 14:00:00,V124
T0775,Route 207,2025-10-05 15:00:00,V125
T0776,Route 207,2025-10-05 16:00:00,V126
T0777,Route 207,2025-10-05 17:00:00,V127
T0778,Route 207,2025-10-05 18:00:00,V128
T0779,Route 207,2025-10-05 19:00:00,V129
T0780,Route 207,2025-10-05 20:00:00,V130
T0781,Route 217,2025-10-05 06:00:00,V131
T0782,Route 217,2025-10-05 07:00:00,V132
T0783,Route 217,2025-10-05 08:00:00,V133
T0784,Route 217,2025-10-05 09:00:00,V134
T0785,Route 217,2025-10-05 10:00:00,V135
T0786,Route 217,2025-10-05 11:00:00,V136
T0787,Route 217,2025-10-05 12:00:00,V137
T0788,Route 217,2025-10-05 13:00:00,V138
T0789,Route 217,2025-10-05 14:00:00,V139
T0790,Route 217,2025-10-05 15:00:00,V140
T0791,Route 217,2025-10-05 16:00:00,V141
T0792,Route 217,2025-10-05 17:00:00,V142
T0793,Route 217,2025-10-05 18:00:00,V143
T0794,Route 217,2025-10-05 19:00:00,V144
T0795,Route 217,2025-10-05 20:00:00,V145
T0796,Route 720,2025-10-05 06:00:00,V146
T0797,Route 720,2025-10-05 07:00:00,V147
T0798,Route 720,2025-10-05 08:00:00,V148
T0799,Route 720,2025-10-05 09:00:00,V149
T0800,Route 720,2025-10-05 10:00:00,V100
T0801,Route 720,2025-10-05 11:00:00,V101
T0802,Route 720,2025-10-05 12:00:00,V102
T0803,Route 720,2025-10-05 13:00:00,V103
T0804,Route 720,2025-10-05 14:00:00,V104
T0805,Route 720,2025-10-05 15:00:00,V105
T0806,Route 720,2025-10-05 16:00:00,V106
T0807,Route 720,2025-10-05 17:00:00,V107
T0808,Route 720,2025-10-05 18:00:00,V108
T0809,Route 720,2025-10-05 19:00:00,V109
T0810,Route 720,2025-10-05 20:00:00,V110
T0811,Route 754,2025-10-05 06:00:00,V111
T0812,Route 754,2025-10-05 07:00:00,V112
T0813,Route 754,2025-10-05 08:00:00,V113
T0814,Route 754,2025-10-05 09:00:00,V114
T0815,Route 754,2025-10-05 10:00:00,V115
T0816,Route 754,2025-10-05 11:00:00,V116
T0817,Route 754,2025-10-05 12:00:00,V117
T0818,Route 754,2025-10-05 13:00:00,V118
T0819,Route 754,2025-10-05 14:00:00,V119
T0820,Route 754,2025-10-05 15:00:00,V120
T0821,Route 754,2025-10-05 16:00:00,V121
T0822,Route 754,2025-10-05 17:00:00,V122
T0823,Route 754,2025-10-05 18:00:00,V123
T0824,Route 754,2025-10-05 19:00:00,V124
T0825,Route 754,2025-10-05 20:00:00,V125
T0826,Route 2,2025-10-06 06:00:00,V126
T0827,Route 2,2025-10-06 07:00:00,V127
T0828,Route 2,2025-10-06 08:00:00,V128
T0829,Route 2,2025-10-06 09:00:00,V129
T0830,Route 2,2025-10-06 10:00:00,V130
T0831,Route 2,2025-10-06 11:00:00,V131
T0832,Route 2,2025-10-06 12:00:00,V132
T0833,Route 2,2025-10-06 13:00:00,V133
T0834,Route 2,2025-10-06 14:00:00,V134
T0835,Route 2,2025-10-06 15:00:00,V135
T0836,Route 2,2025-10-06 16:00:00,V136
T0837,Route 2,2025-10-06 17:00:00,V137
T0838,Route 2,2025-10-06 18:00:00,V138
T0839,Route 2,2025-10-06 19:00:00,V139
T0840,Route 2,2025-10-06 20:00:00,V140
T0841,Route 4,2025-10-06 06:00:00,V141
T0842,Route 4,2025-10-06 07:00:00,V142
T0843,Route 4,2025-10-06 08:00:00,V143
T0844,Route 4,2025-10-06 09:00:00,V144
T0845,Route 4,2025-10-06 10:00:00,V145
T0846,Route 4,2025-10-06 11:00:00,V146
T0847,Route 4,2025-10-06 12:00:00,V147
T0848,Route 4,2025-10-06 13:00:00,V148
T0849,Route 4,2025-10-06 14:00:00,V149
T0850,Route 4,2025-10-06 15:00:00,V100
T0851,Route 4,2025-10-06 16:00:00,V101
T0852,Route 4,2025-10-06 17:00:00,V102
T0853,Route 4,2025-10-06 18:00:00,V103
T0854,Route 4,2025-10-06 19:00:00,V104
T0855,Route 4,2025-10-06 20:00:00,V105
T0856,Route 20,2025-10-06 06:00:00,V106
T0857,Route 20,2025-10-06 07:00:00,V107
T0858,Route 20,2025-10-06 08:00:00,V108
T0859,Route 20,2025-10-06 09:00:00,V109
T0860,Route 20,2025-10-06 10:00:00,V110
T0861,Route 20,2025-10-06 11:00:00,V111
T0862,Route 20,2025-10-06 12:00:00,V112
T0863,Route 20,2025-10-06 13:00:00,V113
T0864,Route 20,2025-10-06 14:00:00,V114
T0865,Route 20,2025-10-06 15:00:00,V115
T0866,Route 20,2025-10-06 16:00:00,V116
T0867,Route 20,2025-10-06 17:00:00,V117
T0868,Route 20,2025-10-06 18:00:00,V118
T0869,Route 20,2025-10-06 19:00:00,V119
T0870,Route 20,2025-10-06 20:00:00,V120
T0871,Route 33,2025-10-06 06:00:00,V121
T0872,Route 33,2025-10-06 07:00:00,V122
T0873,Route 33,2025-10-06 08:00:00,V123
T0874,Route 33,2025-10-06 09:00:00,V124
T0875,Route 33,2025-10-06 10:00:00,V125
T0876,Route 33,2025-10-06 11:00:00,V126
T0877,Route 33,2025-10-06 12:00:00,V127
T0878,Route 33,2025-10-06 13:00:00,V128
T0879,Route 33,2025-10-06 14:00:00,V129
T0880,Route 33,2025-10-06 15:00:00,V130
T0881,Route 33,2025-10-06 16:00:00,V131
T0882,Route 33,2025-10-06 17:00:00,V132
T0883,Route 33,2025-10-06 18:00:00,V133
T0884,Route 33,2025-10-06 19:00:00,V134
T0885,Route 33,2025-10-06 20:00:00,V135
T0886,Route 60,2025-10-06 06:00:00,V136
T0887,Route 60,2025-10-06 07:00:00,V137
T0888,Route 60,2025-10-06 08:00:00,V138
T0889,Route 60,2025-10-06 09:00:00,V139
T0890,Route 60,2025-10-06 10:00:00,V140
T0891,Route 60,2025-10-06 11:00:00,V141
T0892,Route 60,2025-10-06 12:00:00,V142
T0893,Route 60,2025-10-06 13:00:00,V143
T0894,Route 60,2025-10-06 14:00:00,V144
T0895,Route 60,2025-10-06 15:00:00,V145
T0896,Route 60,2025-10-06 16:00:00,V146
T0897,Route 60,2025-10-06 17:00:00,V147
T0898,Route 60,2025-10-06 18:00:00,V148
T0899,Route 60,2025-10-06 19:00:00,V149
T0900,Route 60,2025-10-06 20:00:00,V100
T0901,Route 62,2025-10-06 06:00:00,V101
T0902,Route 62,2025-10-06 07:00:00,V102
T0903,Route 62,2025-10-06 08:00:00,V103
T0904,Route 62,2025-10-06 09:00:00,V104
T0905,Route 62,2025-10-06 10:00:00,V105
T0906,Route 62,2025-10-06 11:00:00,V106
T0907,Route 62,2025-10-06 12:00:00,V107
T0908,Route 62,2025-10-06 13:00:00,V108
T0909,Route 62,2025-10-06 14:00:00,V109
T0910,Route 62,2025-10-06 15:00:00,V110
T0911,Route 62,2025-10-06 16:00:00,V111
T0912,Route 62,2025-10-06 17:00:00,V112
T0913,Route 62,2025-10-06 18:00:00,V113
T0914,Route 62,2025-10-06 19:00:00,V114
T0915,Route 62,2025-10-06 20:00:00,V115
T0916,Route 204,2025-10-06 06:00:00,V116
T0917,Route 204,2025-10-06 07:00:00,V117
T0918,Route 204,2025-10-06 08:00:00,V118
T0919,Route 204,2025-10-06 09:00:00,V119
T0920,Route 204,2025-10-06 10:00:00,V120
T0921,Route 204,2025-10-06 11:00:00,V121
T0922,Route 204,2025-10-06 12:00:00,V122
T0923,Route 204,2025-10-06 13:00:00,V123
T0924,Route 204,2025-10-06 14:00:00,V124
T0925,Route 204,2025-10-06 15:00:00,V125
T0926,Route 204,2025-10-06 16:00:00,V126
T0927,Route 204,2025-10-06 17:00:00,V127
T0928,Route 204,2025-10-06 18:00:00,V128
T0929,Route 204,2025-10-06 19:00:00,V129
T0930,Route 204,2025-10-06 20:00:00,V130
T0931,Route 207,2025-10-06 06:00:00,V131
T0932,Route 207,2025-10-06 07:00:00,V132
T0933,Route 207,2025-10-06 08:00:00,V133
T0934,Route 207,2025-10-06 09:00:00,V134
T0935,Route 207,2025-10-06 10:00:00,V135
T0936,Route 207,2025-10-06 11:00:00,V136
T0937,Route 207,2025-10-06 12:00:00,V137
T0938,Route 207,2025-10-06 13:00:00,V138
T0939,Route 207,2025-10-06 14:00:00,V139
T0940,Route 207,2025-10-06 15:00:00,V140
T0941,Route 207,2025-10-06 16:00:00,V141
T0942,Route 207,2025-10-06 17:00:00,V142
T0943,Route 207,2025-10-06 18:00:00,V143
T0944,Route 207,2025-10-06 19:00:00,V144
T0945,Route 207,2025-10-06 20:00:00,V145
T0946,Route 217,2025-10-06 06:00:00,V146
T0947,Route 217,2025-10-06 07:00:00,V147
T0948,Route 217,2025-10-06 08:00:00,V148
T0949,Route 217,2025-10-06 09:00:00,V149
T0950,Route 217,2025-10-06 10:00:00,V100
T0951,Route 217,2025-10-06 11:00:00,V101
T0952,Route 217,2025-10-06 12:00:00,V102
T0953,Route 217,2025-10-06 13:00:00,V103
T0954,Route 217,2025-10-06 14:00:00,V104
T0955,Route 217,2025-10-06 15:00:00,V105
T0956,Route 217,2025-10-06 16:00:00,V106
T0957,Route 217,2025-10-06 17:00:00,V107
T0958,Route 217,2025-10-06 18:00:00,V108
T0959,Route 217,2025-10-06 19:00:00,V109
T0960,Route 217,2025-10-06 20:00:00,V110
T0961,Route 720,2025-10-06 06:00:00,V111
T0962,Route 720,2025-10-06 07:00:00,V112
T0963,Route 720,2025-10-06 08:00:00,V113
T0964,Route 720,2025-10-06 09:00:00,V114
T0965,Route 720,2025-10-06 10:00:00,V115
T0966,Route 720,2025-10-06 11:00:00,V116
T0967,Route 720,2025-10-06 12:00:00,V117
T0968,Route 720,2025-10-06 13:00:00,V118
T0969,Route 720,2025-10-06 14:00:00,V119
T0970,Route 720,2025-10-06 15:00:00,V120
T0971,Route 720,2025-10-06 16:00:00,V121
T0972,Route 720,2025-10-06 17:00:00,V122
T0973,Route 720,2025-10-06 18:00:00,V123
T0974,Route 720,2025-10-06 19:00:00,V124
T0975,Route 720,2025-10-06 20:00:00,V125
T0976,Route 754,2025-10-06 06:00:00,V126
T0977,Route 754,2025-10-06 07:00:00,V127
T0978,Route 754,2025-10-06 08:00:00,V128
T0979,Route 754,2025-10-06 09:00:00,V129
T0980,Route 754,2025-10-06 10:00:00,V130
T0981,Route 754,2025-10-06 11:00:00,V131
T0982,Route 754,2025-10-06 12:00:00,V132
T0983,Route 754,2025-10-06 13:00:00,V133
T0984,Route 754,2025-10-06 14:00:00,V134
T0985,Route 754,2025-10-06 15:00:00,V135
T0986,Route 754,2025-10-06 16:00:00,V136
T0987,Route 754,2025-10-06 17:00:00,V137
T0988,Route 754,2025-10-06 18:00:00,V138
T0989,Route 754,2025-10-06 19:00:00,V139
T0990,Route 754,2025-10-06 20:00:00,V140
T0991,Route 2,2025-10-07 06:00:00,V141
T0992,Route 2,2025-10-07 07:00:00,V142
T0993,Route 2,2025-10-07 08:00:00,V143
T0994,Route 2,2025-10-07 09:00:00,V144
T0995,Route 2,2025-10-07 10:00:00,V145
T0996,Route 2,2025-10-07 11:00:00,V146
T0997,Route 2,2025-10-07 12:00:00,V147
T0998,Route 2,2025-10-07 13:00:00,V148
T0999,Route 2,2025-10-07 14:00:00,V149
T1000,Route 2,2025-10-07 15:00:00,V100
T1001,Route 2,2025-10-07 16:00:00,V101
T1002,Route 2,2025-10-07 17:00:00,V102
T1003,Route 2,2025-10-07 18:00:00,V103
T1004,Route 2,2025-10-07 19:00:00,V104
T1005,Route 2,2025-10-07 20:00:00,V105
T1006,Route 4,2025-10-07 06:00:00,V106
T1007,Route 4,2025-10-07 07:00:00,V107
T1008,Route 4,2025-10-07 08:00:00,V108
T1009,Route 4,2025-10-07 09:00:00,V109
T1010,Route 4,2025-10-07 10:00:00,V110
T1011,Route 4,2025-10-07 11:00:00,V111
T1012,Route 4,2025-10-07 12:00:00,V112
T1013,Route 4,2025-10-07 13:00:00,V113
T1014,Route 4,2025-10-07 14:00:00,V114
T1015,Route 4,2025-10-07 15:00:00,V115
T1016,Route 4,2025-10-07 16:00:00,V116
T1017,Route 4,2025-10-07 17:00:00,V117
T1018,Route 4,2025-10-07 18:00:00,V118
T1019,Route 4,2025-10-07 19:00:00,V119
T1020,Route 4,2025-10-07 20:00:00,V120
T1021,Route 20,2025-10-07 06:00:00,V121
T1022,Route 20,2025-10-07 07:00:00,V122
T1023,Route 20,2025-10-07 08:00:00,V123
T1024,Route 20,2025-10-07 09:00:00,V124
T1025,Route 20,2025-10-07 10:00:00,V125
T1026,Route 20,2025-10-07 11:00:00,V126
T1027,Route 20,2025-10-07 12:00:00,V127
T1028,Route 20,2025-10-07 13:00:00,V128
T1029,Route 20,2025-10-07 14:00:00,V129
T1030,Route 20,2025-10-07 15:00:00,V130
T1031,Route 20,2025-10-07 16:00:00,V131
T1032,Route 20,2025-10-07 17:00:00,V132
T1033,Route 20,2025-10-07 18:00:00,V133
T1034,Route 20,2025-10-07 19:00:00,V134
T1035,Route 20,2025-10-07 20:00:00,V135
T1036,Route 33,2025-10-07 06:00:00,V136
T1037,Route 33,2025-10-07 07:00:00,V137
T1038,Route 33,2025-10-07 08:00:00,V138
T1039,Route 33,2025-10-07 09:00:00,V139
T1040,Route 33,2025-10-07 10:00:00,V140
T1041,Route 33,2025-10-07 11:00:00,V141
T1042,Route 33,2025-10-07 12:00:00,V142
T1043,Route 33,2025-10-07 13:00:00,V143
T1044,Route 33,2025-10-07 14:00:00,V144
T1045,Route 33,2025-10-07 15:00:00,V145
T1046,Route 33,2025-10-07 16:00:00,V146
T1047,Route 33,2025-10-07 17:00:00,V147
T1048,Route 33,2025-10-07 18:00:00,V148
T1049,Route 33,2025-10-07 19:00:00,V149
T1050,Route 33,2025-10-07 20:00:00,V100
T1051,Route 60,2025-10-07 06:00:00,V101
T1052,Route 60,2025-10-07 07:00:00,V102
T1053,Route 60,2025-10-07 08:00:00,V103
T1054,Route 60,2025-10-07 09:00:00,V104
T1055,Route 60,2025-10-07 10:00:00,V105
T1056,Route 60,2025-10-07 11:00:00,V106
T1057,Route 60,2025-10-07 12:00:00,V107
T1058,Route 60,2025-10-07 13:00:00,V108
T1059,Route 60,2025-10-07 14:00:00,V109
T1060,Route 60,2025-10-07 15:00:00,V110
T1061,Route 60,2025-10-07 16:00:00,V111
T1062,Route 60,2025-10-07 17:00:00,V112
T1063,Route 60,2025-10-07 18:00:00,V113
T1064,Route 60,2025-10-07 19:00:00,V114
T1065,Route 60,2025-10-07 20:00:00,V115
T1066,Route 62,2025-10-07 06:00:00,V116
T1067,Route 62,2025-10-07 07:00:00,V117
T1068,Route 62,2025-10-07 08:00:00,V118
T1069,Route 62,2025-10-07 09:00:00,V119
T1070,Route 62,2025-10-07 10:00:00,V120
T1071,Route 62,2025-10-07 11:00:00,V121
T1072,Route 62,2025-10-07 12:00:00,V122
T1073,Route 62,2025-10-07 13:00:00,V123
T1074,Route 62,2025-10-07 14:00:00,V124
T1075,Route 62,2025-10-07 15:00:00,V125
T1076,Route 62,2025-10-07 16:00:00,V126
T1077,Route 62,2025-10-07 17:00:00,V127
T1078,Route 62,2025-10-07 18:00:00,V128
T1079,Route 62,2025-10-07 19:00:00,V129
T1080,Route 62,2025-10-07 20:00:00,V130
T1081,Route 204,2025-10-07 06:00:00,V131
T1082,Route 204,2025-10-07 07:00:00,V132
T1083,Route 204,2025-10-07 08:00:00,V133
T1084,Route 204,2025-10-07 09:00:00,V134
T1085,Route 204,2025-10-07 10:00:00,V135
T1086,Route 204,2025-10-07 11:00:00,V136
T1087,Route 204,2025-10-07 12:00:00,V137
T1088,Route 204,2025-10-07 13:00:00,V138
T1089,Route 204,2025-10-07 14:00:00,V139
T1090,Route 204,2025-10-07 15:00:00,V140
T1091,Route 204,2025-10-07 16:00:00,V141
T1092,Route 204,2025-10-07 17:00:00,V142
T1093,Route 204,2025-10-07 18:00:00,V143
T1094,Route 204,2025-10-07 19:00:00,V144
T1095,Route 204,2025-10-07 20:00:00,V145
T1096,Route 207,2025-10-07 06:00:00,V146
T1097,Route 207,2025-10-07 07:00:00,V147
T1098,Route 207,2025-10-07 08:00:00,V148
T1099,Route 207,2025-10-07 09:00:00,V149
T1100,Route 207,2025-10-07 10:00:00,V100
T1101,Route 207,2025-10-07 11:00:00,V101
T1102,Route 207,2025-10-07 12:00:00,V102
T1103,Route 207,2025-10-07 13:00:00,V103
T1104,Route 207,2025-10-07 14:00:00,V104
T1105,Route 207,2025-10-07 15:00:00,V105
T1106,Route 207,2025-10-07 16:00:00,V106
T1107,Route 207,2025-10-07 17:00:00,V107
T1108,Route 207,2025-10-07 18:00:00,V108
T1109,Route 207,2025-10-07 19:00:00,V109
T1110,Route 207,2025-10-07 20:00:00,V110
T1111,Route 217,2025-10-07 06:00:00,V111
T1112,Route 217,2025-10-07 07:00:00,V112
T1113,Route 217,2025-10-07 08:00:00,V113
T1114,Route 217,2025-10-07 09:00:00,V114
T1115,Route 217,2025-10-07 10:00:00,V115
T1116,Route 217,2025-10-07 11:00:00,V116
T1117,Route 217,2025-10-07 12:00:00,V117
