trip_id,stop_name,scheduled,actual,passengers_on,passengers_off
T0284,Western / 76th,2025-10-02 19:12:00,2025-10-02 19:21:00,17,14
T0284,Western / Florence,2025-10-02 19:13:00,2025-10-02 19:22:00,17,19
T0284,Western / 69th,2025-10-02 19:14:00,2025-10-02 19:23:00,40,7
T0284,Western / 67th,2025-10-02 19:14:00,2025-10-02 19:23:00,49,15
T0284,Western / Gage,2025-10-02 19:15:00,2025-10-02 19:24:00,31,11
T0284,Western / 62nd,2025-10-02 19:16:00,2025-10-02 19:25:00,39,16
T0284,Western / 60th,2025-10-02 19:16:00,2025-10-02 19:25:00,45,23
T0284,Western / Slauson,2025-10-02 19:17:00,2025-10-02 19:27:00,37,39
T0284,Western / 54th,2025-10-02 19:19:00,2025-10-02 19:29:00,31,11
T0284,Western / 51st,2025-10-02 19:20:00,2025-10-02 19:30:00,0,36
T0285,Western / Imperial,2025-10-02 20:00:00,2025-10-02 20:00:00,18,0
T0285,Western / 110th,2025-10-02 20:01:00,2025-10-02 20:01:00,30,28
T0285,Western / 108th,2025-10-02 20:02:00,2025-10-02 20:02:00,16,18
T0285,Western / 104th,2025-10-02 20:03:00,2025-10-02 20:03:00,50,8
T0285,Western / Century,2025-10-02 20:04:00,2025-10-02 20:04:00,21,34
T0285,Western / 96th,2025-10-02 20:05:00,2025-10-02 20:09:00,48,27
T0285,Western / 92nd,2025-10-02 20:06:00,2025-10-02 20:14:00,42,38
T0285,Western / 89th,2025-10-02 20:07:00,2025-10-02 20:15:00,36,39
T0285,Western / Manchester,2025-10-02 20:08:00,2025-10-02 20:17:00,35,35
T0285,Western / 83rd,2025-10-02 20:09:00,2025-10-02 20:18:00,29,44
T0285,Western / 79th,2025-10-02 20:10:00,2025-10-02 20:19:00,17,14
T0285,Western / 76th,2025-10-02 20:12:00,2025-10-02 20:22:00,43,19
T0285,Western / Florence,2025-10-02 20:13:00,2025-10-02 20:23:00,18,11
T0285,Western / 69th,2025-10-02 20:14:00,2025-10-02 20:24:00,47,21
T0285,Western / 67th,2025-10-02 20:14:00,2025-10-02 20:24:00,44,5
T0285,Western / Gage,2025-10-02 20:15:00,2025-10-02 20:25:00,16,13
T0285,Western / 62nd,2025-10-02 20:16:00,2025-10-02 20:26:00,49,6
T0285,Western / 60th,2025-10-02 20:16:00,2025-10-02 20:27:00,32,27
T0285,Western / Slauson,2025-10-02 20:17:00,2025-10-02 20:33:00,25,45
T0285,Western / 54th,2025-10-02 20:19:00,2025-10-02 20:35:00,26,6
T0285,Western / 51st,2025-10-02 20:20:00,2025-10-02 20:36:00,0,17
T0286,Washington Fairfax Terminal,2025-10-02 06:00:00,2025-10-02 06:00:00,12,0
T0286,Washington Fairfax Hub,2025-10-02 06:02:00,2025-10-02 06:02:00,38,43
T0286,Fairfax / Venice,2025-10-02 06:03:00,2025-10-02 06:05:00,46,38
T0286,Fairfax / Venice,2025-10-02 06:03:00,2025-10-02 06:05:00,18,40
T0286,Fairfax / 18th,2025-10-02 06:04:00,2025-10-02 06:06:00,24,10
T0286,Fairfax / Airdrome,2025-10-02 06:05:00,2025-10-02 06:07:00,38,12
T0286,Fairfax / Saturn,2025-10-02 06:06:00,2025-10-02 06:09:00,43,26
T0286,Fairfax / Pico,2025-10-02 06:06:00,2025-10-02 06:09:00,45,21
T0286,Fairfax / Whitworth,2025-10-02 06:07:00,2025-10-02 06:10:00,45,17
T0286,Fairfax / Olympic,2025-10-02 06:08:00,2025-10-02 06:11:00,29,27
T0286,Fairfax / San Vicente,2025-10-02 06:08:00,2025-10-02 06:11:00,13,29
T0286,Fairfax / 8th,2025-10-02 06:09:00,2025-10-02 06:12:00,38,35
T0286,Fairfax / Wilshire,2025-10-02 06:10:00,2025-10-02 06:13:00,14,43
T0286,Fairfax / 6th,2025-10-02 06:10:00,2025-10-02 06:13:00,20,35
T0286,Fairfax / Drexel,2025-10-02 06:11:00,2025-10-02 06:14:00,50,25
T0286,Fairfax / 3rd,2025-10-02 06:12:00,2025-10-02 06:15:00,32,36
T0286,Fairfax / 1st,2025-10-02 06:12:00,2025-10-02 06:15:00,15,6
T0286,Fairfax / Beverly,2025-10-02 06:13:00,2025-10-02 06:16:00,14,45
T0286,Fairfax / Oakwood,2025-10-02 06:14:00,2025-10-02 06:17:00,24,41
T0286,Fairfax / Rosewood,2025-10-02 06:14:00,2025-10-02 06:17:00,13,10
T0286,Fairfax / Melrose,2025-10-02 06:15:00,2025-10-02 06:19:00,0,41
T0287,Washington Fairfax Terminal,2025-10-02 07:00:00,2025-10-02 07:02:00,38,0
T0287,Washington Fairfax Hub,2025-10-02 07:02:00,2025-10-02 07:04:00,37,5
T0287,Fairfax / Venice,2025-10-02 07:03:00,2025-10-02 07:05:00,33,32
T0287,Fairfax / Venice,2025-10-02 07:03:00,2025-10-02 07:05:00,47,38
T0287,Fairfax / 18th,2025-10-02 07:04:00,2025-10-02 07:06:00,31,45
T0287,Fairfax / Airdrome,2025-10-02 07:05:00,2025-10-02 07:07:00,17,37
T0287,Fairfax / Saturn,2025-10-02 07:06:00,2025-10-02 07:12:00,39,23
T0287,Fairfax / Pico,2025-10-02 07:06:00,2025-10-02 07:13:00,26,29
T0287,Fairfax / Whitworth,2025-10-02 07:07:00,2025-10-02 07:14:00,40,23
T0287,Fairfax / Olympic,2025-10-02 07:08:00,2025-10-02 07:15:00,15,13
T0287,Fairfax / San Vicente,2025-10-02 07:08:00,2025-10-02 07:15:00,42,37
T0287,Fairfax / 8th,2025-10-02 07:09:00,2025-10-02 07:16:00,11,11
T0287,Fairfax / Wilshire,2025-10-02 07:10:00,2025-10-02 07:17:00,49,27
T0287,Fairfax / 6th,2025-10-02 07:10:00,2025-10-02 07:17:00,21,28
T0287,Fairfax / Drexel,2025-10-02 07:11:00,2025-10-02 07:18:00,39,7
T0287,Fairfax / 3rd,2025-10-02 07:12:00,2025-10-02 07:19:00,16,39
T0287,Fairfax / 1st,2025-10-02 07:12:00,2025-10-02 07:19:00,49,25
T0287,Fairfax / Beverly,2025-10-02 07:13:00,2025-10-02 07:20:00,20,36
T0287,Fairfax / Oakwood,2025-10-02 07:14:00,2025-10-02 07:23:00,19,23
T0287,Fairfax / Rosewood,2025-10-02 07:14:00,2025-10-02 07:23:00,21,12
T0287,Fairfax / Melrose,2025-10-02 07:15:00,2025-10-02 07:24:00,0,5
T0288,Washington Fairfax Terminal,2025-10-02 08:00:00,2025-10-02 08:00:00,49,0
T0288,Washington Fairfax Hub,2025-10-02 08:02:00,2025-10-02 08:02:00,13,11
T0288,Fairfax / Venice,2025-10-02 08:03:00,2025-10-02 08:07:00,14,25
T0288,Fairfax / Venice,2025-10-02 08:03:00,2025-10-02 08:09:00,33,19
T0288,Fairfax / 18th,2025-10-02 08:04:00,2025-10-02 08:12:00,34,24
T0288,Fairfax / Airdrome,2025-10-02 08:05:00,2025-10-02 08:13:00,38,20
T0288,Fairfax / Saturn,2025-10-02 08:06:00,2025-10-02 08:19:00,14,16
T0288,Fairfax / Pico,2025-10-02 08:06:00,2025-10-02 08:19:00,18,13
T0288,Fairfax / Whitworth,2025-10-02 08:07:00,2025-10-02 08:20:00,26,32
T0288,Fairfax / Olympic,2025-10-02 08:08:00,2025-10-02 08:21:00,34,7
T0288,Fairfax / San Vicente,2025-10-02 08:08:00,2025-10-02 08:21:00,45,31
T0288,Fairfax / 8th,2025-10-02 08:09:00,2025-10-02 08:22:00,23,20
T0288,Fairfax / Wilshire,2025-10-02 08:10:00,2025-10-02 08:23:00,24,10
T0288,Fairfax / 6th,2025-10-02 08:10:00,2025-10-02 08:23:00,27,25
T0288,Fairfax / Drexel,2025-10-02 08:11:00,2025-10-02 08:24:00,20,18
T0288,Fairfax / 3rd,2025-10-02 08:12:00,2025-10-02 08:27:00,35,35
T0288,Fairfax / 1st,2025-10-02 08:12:00,2025-10-02 08:27:00,30,39
T0288,Fairfax / Beverly,2025-10-02 08:13:00,2025-10-02 08:28:00,35,9
T0288,Fairfax / Oakwood,2025-10-02 08:14:00,2025-10-02 08:29:00,50,39
T0288,Fairfax / Rosewood,2025-10-02 08:14:00,2025-10-02 08:31:00,37,24
T0288,Fairfax / Melrose,2025-10-02 08:15:00,2025-10-02 08:32:00,0,37
T0289,Washington Fairfax Terminal,2025-10-02 09:00:00,2025-10-02 09:00:00,13,0
T0289,Washington Fairfax Hub,2025-10-02 09:02:00,2025-10-02 09:02:00,35,24
T0289,Fairfax / Venice,2025-10-02 09:03:00,2025-10-02 09:03:00,29,23
T0289,Fairfax / Venice,2025-10-02 09:03:00,2025-10-02 09:03:00,15,18
T0289,Fairfax / 18th,2025-10-02 09:04:00,2025-10-02 09:04:00,38,43
T0289,Fairfax / Airdrome,2025-10-02 09:05:00,2025-10-02 09:05:00,17,12
T0289,Fairfax / Saturn,2025-10-02 09:06:00,2025-10-02 09:06:00,48,25
T0289,Fairfax / Pico,2025-10-02 09:06:00,2025-10-02 09:06:00,23,19
T0289,Fairfax / Whitworth,2025-10-02 09:07:00,2025-10-02 09:09:00,42,33
T0289,Fairfax / Olympic,2025-10-02 09:08:00,2025-10-02 09:11:00,28,13
T0289,Fairfax / San Vicente,2025-10-02 09:08:00,2025-10-02 09:12:00,23,35
T0289,Fairfax / 8th,2025-10-02 09:09:00,2025-10-02 09:13:00,28,6
T0289,Fairfax / Wilshire,2025-10-02 09:10:00,2025-10-02 09:14:00,32,27
T0289,Fairfax / 6th,2025-10-02 09:10:00,2025-10-02 09:14:00,44,19
T0289,Fairfax / Drexel,2025-10-02 09:11:00,2025-10-02 09:19:00,23,43
T0289,Fairfax / 3rd,2025-10-02 09:12:00,2025-10-02 09:24:00,24,10
T0289,Fairfax / 1st,2025-10-02 09:12:00,2025-10-02 09:24:00,50,26
T0289,Fairfax / Beverly,2025-10-02 09:13:00,2025-10-02 09:30:00,11,26
T0289,Fairfax / Oakwood,2025-10-02 09:14:00,2025-10-02 09:31:00,23,14
T0289,Fairfax / Rosewood,2025-10-02 09:14:00,2025-10-02 09:31:00,31,5
T0289,Fairfax / Melrose,2025-10-02 09:15:00,2025-10-02 09:33:00,0,29
T0290,Washington Fairfax Terminal,2025-10-02 10:00:00,2025-10-02 10:00:00,34,0
T0290,Washington Fairfax Hub,2025-10-02 10:02:00,2025-10-02 10:02:00,41,29
T0290,Fairfax / Venice,2025-10-02 10:03:00,2025-10-02 10:03:00,26,39
T0290,Fairfax / Venice,2025-10-02 10:03:00,2025-10-02 10:03:00,36,25
T0290,Fairfax / 18th,2025-10-02 10:04:00,2025-10-02 10:04:00,38,30
T0290,Fairfax / Airdrome,2025-10-02 10:05:00,2025-10-02 10:05:00,11,18
T0290,Fairfax / Saturn,2025-10-02 10:06:00,2025-10-02 10:06:00,29,16
T0290,Fairfax / Pico,2025-10-02 10:06:00,2025-10-02 10:09:00,15,32
T0290,Fairfax / Whitworth,2025-10-02 10:07:00,2025-10-02 10:10:00,29,43
T0290,Fairfax / Olympic,2025-10-02 10:08:00,2025-10-02 10:11:00,34,9
T0290,Fairfax / San Vicente,2025-10-02 10:08:00,2025-10-02 10:11:00,42,39
T0290,Fairfax / 8th,2025-10-02 10:09:00,2025-10-02 10:12:00,42,21
T0290,Fairfax / Wilshire,2025-10-02 10:10:00,2025-10-02 10:13:00,14,21
T0290,Fairfax / 6th,2025-10-02 10:10:00,2025-10-02 10:13:00,46,20
T0290,Fairfax / Drexel,2025-10-02 10:11:00,2025-10-02 10:14:00,24,10
T0290,Fairfax / 3rd,2025-10-02 10:12:00,2025-10-02 10:15:00,48,38
T0290,Fairfax / 1st,2025-10-02 10:12:00,2025-10-02 10:16:00,40,10
T0290,Fairfax / Beverly,2025-10-02 10:13:00,2025-10-02 10:17:00,47,38
T0290,Fairfax / Oakwood,2025-10-02 10:14:00,2025-10-02 10:18:00,29,19
T0290,Fairfax / Rosewood,2025-10-02 10:14:00,2025-10-02 10:18:00,10,33
T0290,Fairfax / Melrose,2025-10-02 10:15:00,2025-10-02 10:19:00,0,9
T0291,Washington Fairfax Terminal,2025-10-02 11:00:00,2025-10-02 11:00:00,18,0
T0291,Washington Fairfax Hub,2025-10-02 11:02:00,2025-10-02 11:02:00,25,18
T0291,Fairfax / Venice,2025-10-02 11:03:00,2025-10-02 11:03:00,21,9
T0291,Fairfax / Venice,2025-10-02 11:03:00,2025-10-02 11:03:00,41,11
T0291,Fairfax / 18th,2025-10-02 11:04:00,2025-10-02 11:04:00,14,15
T0291,Fairfax / Airdrome,2025-10-02 11:05:00,2025-10-02 11:05:00,43,19
T0291,Fairfax / Saturn,2025-10-02 11:06:00,2025-10-02 11:08:00,41,38
T0291,Fairfax / Pico,2025-10-02 11:06:00,2025-10-02 11:08:00,11,28
T0291,Fairfax / Whitworth,2025-10-02 11:07:00,2025-10-02 11:09:00,42,40
T0291,Fairfax / Olympic,2025-10-02 11:08:00,2025-10-02 11:14:00,29,16
T0291,Fairfax / San Vicente,2025-10-02 11:08:00,2025-10-02 11:14:00,26,13
T0291,Fairfax / 8th,2025-10-02 11:09:00,2025-10-02 11:15:00,44,16
T0291,Fairfax / Wilshire,2025-10-02 11:10:00,2025-10-02 11:19:00,47,20
T0291,Fairfax / 6th,2025-10-02 11:10:00,2025-10-02 11:19:00,25,29
T0291,Fairfax / Drexel,2025-10-02 11:11:00,2025-10-02 11:20:00,44,5
T0291,Fairfax / 3rd,2025-10-02 11:12:00,2025-10-02 11:21:00,11,24
T0291,Fairfax / 1st,2025-10-02 11:12:00,2025-10-02 11:21:00,27,18
T0291,Fairfax / Beverly,2025-10-02 11:13:00,2025-10-02 11:22:00,20,21
T0291,Fairfax / Oakwood,2025-10-02 11:14:00,2025-10-02 11:23:00,45,39
T0291,Fairfax / Rosewood,2025-10-02 11:14:00,2025-10-02 11:25:00,42,39
T0291,Fairfax / Melrose,2025-10-02 11:15:00,2025-10-02 11:26:00,0,28
T0292,Washington Fairfax Terminal,2025-10-02 12:00:00,2025-10-02 12:00:00,50,0
T0292,Washington Fairfax Hub,2025-10-02 12:02:00,2025-10-02 12:04:00,23,30
T0292,Fairfax / Venice,2025-10-02 12:03:00,2025-10-02 12:05:00,10,43
T0292,Fairfax / Venice,2025-10-02 12:03:00,2025-10-02 12:05:00,11,25
T0292,Fairfax / 18th,2025-10-02 12:04:00,2025-10-02 12:06:00,34,27
T0292,Fairfax / Airdrome,2025-10-02 12:05:00,2025-10-02 12:07:00,30,27
T0292,Fairfax / Saturn,2025-10-02 12:06:00,2025-10-02 12:08:00,37,31
T0292,Fairfax / Pico,2025-10-02 12:06:00,2025-10-02 12:10:00,17,8
T0292,Fairfax / Whitworth,2025-10-02 12:07:00,2025-10-02 12:11:00,19,44
T0292,Fairfax / Olympic,2025-10-02 12:08:00,2025-10-02 12:12:00,21,8
T0292,Fairfax / San Vicente,2025-10-02 12:08:00,2025-10-02 12:12:00,45,18
T0292,Fairfax / 8th,2025-10-02 12:09:00,2025-10-02 12:13:00,48,21
T0292,Fairfax / Wilshire,2025-10-02 12:10:00,2025-10-02 12:14:00,36,17
T0292,Fairfax / 6th,2025-10-02 12:10:00,2025-10-02 12:18:00,27,15
T0292,Fairfax / Drexel,2025-10-02 12:11:00,2025-10-02 12:19:00,39,28
T0292,Fairfax / 3rd,2025-10-02 12:12:00,2025-10-02 12:20:00,14,37
T0292,Fairfax / 1st,2025-10-02 12:12:00,2025-10-02 12:20:00,33,26
T0292,Fairfax / Beverly,2025-10-02 12:13:00,2025-10-02 12:22:00,46,23
T0292,Fairfax / Oakwood,2025-10-02 12:14:00,2025-10-02 12:23:00,17,6
T0292,Fairfax / Rosewood,2025-10-02 12:14:00,2025-10-02 12:23:00,22,8
T0292,Fairfax / Melrose,2025-10-02 12:15:00,2025-10-02 12:24:00,0,35
T0293,Washington Fairfax Terminal,2025-10-02 13:00:00,2025-10-02 13:00:00,42,0
T0293,Washington Fairfax Hub,2025-10-02 13:02:00,2025-10-02 13:02:00,46,23
T0293,Fairfax / Venice,2025-10-02 13:03:00,2025-10-02 13:03:00,32,41
T0293,Fairfax / Venice,2025-10-02 13:03:00,2025-10-02 13:03:00,50,13
T0293,Fairfax / 18th,2025-10-02 13:04:00,2025-10-02 13:04:00,23,17
T0293,Fairfax / Airdrome,2025-10-02 13:05:00,2025-10-02 13:07:00,19,36
T0293,Fairfax / Saturn,2025-10-02 13:06:00,2025-10-02 13:08:00,32,31
T0293,Fairfax / Pico,2025-10-02 13:06:00,2025-10-02 13:08:00,10,10
T0293,Fairfax / Whitworth,2025-10-02 13:07:00,2025-10-02 13:11:00,18,11
T0293,Fairfax / Olympic,2025-10-02 13:08:00,2025-10-02 13:12:00,49,6
T0293,Fairfax / San Vicente,2025-10-02 13:08:00,2025-10-02 13:14:00,40,19
T0293,Fairfax / 8th,2025-10-02 13:09:00,2025-10-02 13:15:00,28,19
T0293,Fairfax / Wilshire,2025-10-02 13:10:00,2025-10-02 13:16:00,30,5
T0293,Fairfax / 6th,2025-10-02 13:10:00,2025-10-02 13:16:00,18,24
T0293,Fairfax / Drexel,2025-10-02 13:11:00,2025-10-02 13:17:00,19,10
T0293,Fairfax / 3rd,2025-10-02 13:12:00,2025-10-02 13:18:00,15,17
T0293,Fairfax / 1st,2025-10-02 13:12:00,2025-10-02 13:18:00,15,6
T0293,Fairfax / Beverly,2025-10-02 13:13:00,2025-10-02 13:19:00,50,34
T0293,Fairfax / Oakwood,2025-10-02 13:14:00,2025-10-02 13:20:00,49,38
T0293,Fairfax / Rosewood,2025-10-02 13:14:00,2025-10-02 13:20:00,29,18
T0293,Fairfax / Melrose,2025-10-02 13:15:00,2025-10-02 13:21:00,0,41
T0294,Washington Fairfax Terminal,2025-10-02 14:00:00,2025-10-02 14:00:00,42,0
T0294,Washington Fairfax Hub,2025-10-02 14:02:00,2025-10-02 14:02:00,49,21
T0294,Fairfax / Venice,2025-10-02 14:03:00,2025-10-02 14:03:00,18,27
T0294,Fairfax / Venice,2025-10-02 14:03:00,2025-10-02 14:03:00,47,24
T0294,Fairfax / 18th,2025-10-02 14:04:00,2025-10-02 14:04:00,33,12
T0294,Fairfax / Airdrome,2025-10-02 14:05:00,2025-10-02 14:09:00,23,44
T0294,Fairfax / Saturn,2025-10-02 14:06:00,2025-10-02 14:10:00,34,6
T0294,Fairfax / Pico,2025-10-02 14:06:00,2025-10-02 14:10:00,41,32
T0294,Fairfax / Whitworth,2025-10-02 14:07:00,2025-10-02 14:11:00,27,7
T0294,Fairfax / Olympic,2025-10-02 14:08:00,2025-10-02 14:12:00,41,38
T0294,Fairfax / San Vicente,2025-10-02 14:08:00,2025-10-02 14:12:00,34,17
T0294,Fairfax / 8th,2025-10-02 14:09:00,2025-10-02 14:13:00,19,5
T0294,Fairfax / Wilshire,2025-10-02 14:10:00,2025-10-02 14:15:00,23,11
T0294,Fairfax / 6th,2025-10-02 14:10:00,2025-10-02 14:15:00,39,14
T0294,Fairfax / Drexel,2025-10-02 14:11:00,2025-10-02 14:17:00,46,30
T0294,Fairfax / 3rd,2025-10-02 14:12:00,2025-10-02 14:18:00,21,30
T0294,Fairfax / 1st,2025-10-02 14:12:00,2025-10-02 14:18:00,22,43
T0294,Fairfax / Beverly,2025-10-02 14:13:00,2025-10-02 14:19:00,46,35
T0294,Fairfax / Oakwood,2025-10-02 14:14:00,2025-10-02 14:20:00,31,22
T0294,Fairfax / Rosewood,2025-10-02 14:14:00,2025-10-02 14:20:00,24,16
T0294,Fairfax / Melrose,2025-10-02 14:15:00,2025-10-02 14:22:00,0,45
T0295,Washington Fairfax Terminal,2025-10-02 15:00:00,2025-10-02 15:00:00,42,0
T0295,Washington Fairfax Hub,2025-10-02 15:02:00,2025-10-02 15:02:00,28,8
T0295,Fairfax / Venice,2025-10-02 15:03:00,2025-10-02 15:03:00,33,7
T0295,Fairfax / Venice,2025-10-02 15:03:00,2025-10-02 15:03:00,31,27
T0295,Fairfax / 18th,2025-10-02 15:04:00,2025-10-02 15:04:00,37,23
T0295,Fairfax / Airdrome,2025-10-02 15:05:00,2025-10-02 15:05:00,28,16
T0295,Fairfax / Saturn,2025-10-02 15:06:00,2025-10-02 15:08:00,14,17
T0295,Fairfax / Pico,2025-10-02 15:06:00,2025-10-02 15:08:00,22,37
T0295,Fairfax / Whitworth,2025-10-02 15:07:00,2025-10-02 15:13:00,15,36
T0295,Fairfax / Olympic,2025-10-02 15:08:00,2025-10-02 15:19:00,50,14
T0295,Fairfax / San Vicente,2025-10-02 15:08:00,2025-10-02 15:19:00,50,29
T0295,Fairfax / 8th,2025-10-02 15:09:00,2025-10-02 15:20:00,11,23
T0295,Fairfax / Wilshire,2025-10-02 15:10:00,2025-10-02 15:22:00,14,24
T0295,Fairfax / 6th,2025-10-02 15:10:00,2025-10-02 15:22:00,12,21
T0295,Fairfax / Drexel,2025-10-02 15:11:00,2025-10-02 15:23:00,44,32
T0295,Fairfax / 3rd,2025-10-02 15:12:00,2025-10-02 15:24:00,18,9
T0295,Fairfax / 1st,2025-10-02 15:12:00,2025-10-02 15:24:00,38,26
T0295,Fairfax / Beverly,2025-10-02 15:13:00,2025-10-02 15:27:00,10,38
T0295,Fairfax / Oakwood,2025-10-02 15:14:00,2025-10-02 15:30:00,21,42
T0295,Fairfax / Rosewood,2025-10-02 15:14:00,2025-10-02 15:30:00,37,37
T0295,Fairfax / Melrose,2025-10-02 15:15:00,2025-10-02 15:31:00,0,13
T0296,Washington Fairfax Terminal,2025-10-02 16:00:00,2025-10-02 16:00:00,30,0
T0296,Washington Fairfax Hub,2025-10-02 16:02:00,2025-10-02 16:02:00,24,27
T0296,Fairfax / Venice,2025-10-02 16:03:00,2025-10-02 16:03:00,24,12
T0296,Fairfax / Venice,2025-10-02 16:03:00,2025-10-02 16:03:00,50,44
T0296,Fairfax / 18th,2025-10-02 16:04:00,2025-10-02 16:04:00,33,15
T0296,Fairfax / Airdrome,2025-10-02 16:05:00,2025-10-02 16:05:00,34,12
T0296,Fairfax / Saturn,2025-10-02 16:06:00,2025-10-02 16:06:00,24,42
T0296,Fairfax / Pico,2025-10-02 16:06:00,2025-10-02 16:06:00,47,37
T0296,Fairfax / Whitworth,2025-10-02 16:07:00,2025-10-02 16:07:00,11,26
T0296,Fairfax / Olympic,2025-10-02 16:08:00,2025-10-02 16:10:00,32,9
T0296,Fairfax / San Vicente,2025-10-02 16:08:00,2025-10-02 16:10:00,24,6
T0296,Fairfax / 8th,2025-10-02 16:09:00,2025-10-02 16:11:00,34,12
T0296,Fairfax / Wilshire,2025-10-02 16:10:00,2025-10-02 16:14:00,30,44
T0296,Fairfax / 6th,2025-10-02 16:10:00,2025-10-02 16:14:00,16,32
T0296,Fairfax / Drexel,2025-10-02 16:11:00,2025-10-02 16:15:00,25,42
T0296,Fairfax / 3rd,2025-10-02 16:12:00,2025-10-02 16:16:00,11,31
T0296,Fairfax / 1st,2025-10-02 16:12:00,2025-10-02 16:16:00,14,41
T0296,Fairfax / Beverly,2025-10-02 16:13:00,2025-10-02 16:17:00,48,28
T0296,Fairfax / Oakwood,2025-10-02 16:14:00,2025-10-02 16:18:00,36,14
T0296,Fairfax / Rosewood,2025-10-02 16:14:00,2025-10-02 16:18:00,38,11
T0296,Fairfax / Melrose,2025-10-02 16:15:00,2025-10-02 16:19:00,0,29
T0297,Washington Fairfax Terminal,2025-10-02 17:00:00,2025-10-02 17:00:00,10,0
T0297,Washington Fairfax Hub,2025-10-02 17:02:00,2025-10-02 17:02:00,36,43
T0297,Fairfax / Venice,2025-10-02 17:03:00,2025-10-02 17:03:00,22,38
T0297,Fairfax / Venice,2025-10-02 17:03:00,2025-10-02 17:08:00,28,24
T0297,Fairfax / 18th,2025-10-02 17:04:00,2025-10-02 17:09:00,29,41
T0297,Fairfax / Airdrome,2025-10-02 17:05:00,2025-10-02 17:11:00,22,6
T0297,Fairfax / Saturn,2025-10-02 17:06:00,2025-10-02 17:12:00,32,7
T0297,Fairfax / Pico,2025-10-02 17:06:00,2025-10-02 17:12:00,45,23
T0297,Fairfax / Whitworth,2025-10-02 17:07:00,2025-10-02 17:15:00,23,13
T0297,Fairfax / Olympic,2025-10-02 17:08:00,2025-10-02 17:16:00,23,22
T0297,Fairfax / San Vicente,2025-10-02 17:08:00,2025-10-02 17:16:00,41,9
T0297,Fairfax / 8th,2025-10-02 17:09:00,2025-10-02 17:18:00,30,42
T0297,Fairfax / Wilshire,2025-10-02 17:10:00,2025-10-02 17:19:00,42,43
T0297,Fairfax / 6th,2025-10-02 17:10:00,2025-10-02 17:19:00,45,44
T0297,Fairfax / Drexel,2025-10-02 17:11:00,2025-10-02 17:20:00,37,15
T0297,Fairfax / 3rd,2025-10-02 17:12:00,2025-10-02 17:21:00,37,33
T0297,Fairfax / 1st,2025-10-02 17:12:00,2025-10-02 17:21:00,35,21
T0297,Fairfax / Beverly,2025-10-02 17:13:00,2025-10-02 17:27:00,12,29
T0297,Fairfax / Oakwood,2025-10-02 17:14:00,2025-10-02 17:28:00,48,43
T0297,Fairfax / Rosewood,2025-10-02 17:14:00,2025-10-02 17:28:00,20,29
T0297,Fairfax / Melrose,2025-10-02 17:15:00,2025-10-02 17:29:00,0,44
T0298,Washington Fairfax Terminal,2025-10-02 18:00:00,2025-10-02 18:00:00,38,0
T0298,Washington Fairfax Hub,2025-10-02 18:02:00,2025-10-02 18:02:00,44,19
T0298,Fairfax / Venice,2025-10-02 18:03:00,2025-10-02 18:04:00,11,13
T0298,Fairfax / Venice,2025-10-02 18:03:00,2025-10-02 18:05:00,17,36
T0298,Fairfax / 18th,2025-10-02 18:04:00,2025-10-02 18:06:00,35,28
T0298,Fairfax / Airdrome,2025-10-02 18:05:00,2025-10-02 18:07:00,32,39
T0298,Fairfax / Saturn,2025-10-02 18:06:00,2025-10-02 18:08:00,35,31
T0298,Fairfax / Pico,2025-10-02 18:06:00,2025-10-02 18:08:00,10,34
T0298,Fairfax / Whitworth,2025-10-02 18:07:00,2025-10-02 18:09:00,20,33
T0298,Fairfax / Olympic,2025-10-02 18:08:00,2025-10-02 18:11:00,26,23
T0298,Fairfax / San Vicente,2025-10-02 18:08:00,2025-10-02 18:11:00,47,18
T0298,Fairfax / 8th,2025-10-02 18:09:00,2025-10-02 18:12:00,41,40
T0298,Fairfax / Wilshire,2025-10-02 18:10:00,2025-10-02 18:14:00,37,25
T0298,Fairfax / 6th,2025-10-02 18:10:00,2025-10-02 18:16:00,45,17
T0298,Fairfax / Drexel,2025-10-02 18:11:00,2025-10-02 18:17:00,48,32
T0298,Fairfax / 3rd,2025-10-02 18:12:00,2025-10-02 18:18:00,18,26
T0298,Fairfax / 1st,2025-10-02 18:12:00,2025-10-02 18:18:00,25,24
T0298,Fairfax / Beverly,2025-10-02 18:13:00,2025-10-02 18:20:00,14,39
T0298,Fairfax / Oakwood,2025-10-02 18:14:00,2025-10-02 18:24:00,22,18
T0298,Fairfax / Rosewood,2025-10-02 18:14:00,2025-10-02 18:24:00,50,5
T0298,Fairfax / Melrose,2025-10-02 18:15:00,2025-10-02 18:25:00,0,13
T0299,Washington Fairfax Terminal,2025-10-02 19:00:00,2025-10-02 19:00:00,31,0
T0299,Washington Fairfax Hub,2025-10-02 19:02:00,2025-10-02 19:02:00,38,17
T0299,Fairfax / Venice,2025-10-02 19:03:00,2025-10-02 19:04:00,27,7
T0299,Fairfax / Venice,2025-10-02 19:03:00,2025-10-02 19:04:00,39,45
T0299,Fairfax / 18th,2025-10-02 19:04:00,2025-10-02 19:05:00,39,37
T0299,Fairfax / Airdrome,2025-10-02 19:05:00,2025-10-02 19:06:00,12,27
T0299,Fairfax / Saturn,2025-10-02 19:06:00,2025-10-02 19:07:00,39,9
T0299,Fairfax / Pico,2025-10-02 19:06:00,2025-10-02 19:12:00,38,25
